DATUM,PRIS,BERÄKNAT_SUBSTANSVÄRDE,Rabatt/Premie,Nuvarande rabatt minus snitt,Genomsnittsrabatt senaste 100 handelsdagarna,Avkastning 200 handelsdagar,OMX Date,Index  Value,Avkastning OMXS#=
2017-10-16,"115,8",94,"0,811744387","-0,082463892","0,894208279","-15,20%",2017-10-16,"1 638,33230282511","-1,61%"
2017-10-17,"114,9",94,"0,818102698","-0,074495354","0,892598052","-13,79%",2017-10-17,"1 636,94374405732","-1,74%"
2017-10-18,115,95,"0,826086957","-0,064999318","0,891086274","-13,39%",2017-10-18,"1 644,73224315994","-1,51%"
2017-10-19,"114,5",94,"0,820960699","-0,068580518","0,889541217","-12,49%",2017-10-19,"1 646,95637009899","-1,48%"
2017-10-20,"114,6",94,"0,820244328","-0,067801697","0,888046026","-12,74%",2017-10-20,"1 667,50466977958","-2,18%"
2017-10-23,"114,2",94,"0,823117338","-0,063371511","0,886488849","-12,74%",2017-10-23,"1 661,54090124233","-2,69%"
2017-10-24,"114,2",94,"0,823117338","-0,06207672","0,885194058","-12,87%",2017-10-24,"1 650,46536585105","-2,34%"
2017-10-25,"113,8",93,"0,817223199","-0,06668053","0,883903728","-14,10%",2017-10-25,"1 649,73805433129","-2,50%"
2017-10-26,115,94,"0,817391304","-0,065367641","0,882758946","-15,74%",2017-10-26,"1 658,78650608914","-3,93%"
2017-10-27,"115,9",94,"0,811044003","-0,070581424","0,881625427","-15,62%",2017-10-27,"1 665,01787205318","-3,22%"
2017-10-30,"115,1",93,"0,80799305","-0,07244776","0,88044081","-13,03%",2017-10-30,"1 662,32128012523","-2,38%"
2017-10-31,"116,3",94,"0,808254514","-0,07105909","0,879313604","-13,41%",2017-10-31,"1 671,62859400754","-2,44%"
2017-11-01,"115,6",93,"0,80449827","-0,073534695","0,878032965","-10,03%",2017-11-01,"1 672,02586145179","-2,06%"
2017-11-02,114,93,"0,815789474","-0,06107373","0,876863204","-4,21%",2017-11-02,"1 672,77624505916","-1,75%"
2017-11-03,"115,3",94,"0,815264527","-0,060384742","0,875649269","-7,20%",2017-11-03,"1 677,65445405020","-2,02%"
2017-11-06,"112,4",93,"0,827402135","-0,047164468","0,874566604","-4,45%",2017-11-06,"1 676,14145483836","-1,75%"
2017-11-07,"110,5",95,"0,859728507","-0,014212312","0,873940819","-3,08%",2017-11-07,"1 670,23607272001","-0,31%"
2017-11-08,"104,8",94,"0,896946565","0,023329349","0,873617216","3,53%",2017-11-08,"1 662,98789736038","0,49%"
2017-11-09,"104,3",93,"0,891658677","0,018289065","0,873369612","3,74%",2017-11-09,"1 643,25544337258","2,07%"
2017-11-10,"104,3",92,"0,882070949","0,008853466","0,873217483","2,68%",2017-11-10,"1 634,68129008838","2,32%"
2017-11-13,"102,6",92,"0,89668616","0,0233557","0,87333046","4,09%",2017-11-13,"1 630,51193651080","1,70%"
2017-11-14,"103,4",92,"0,889748549","0,016501254","0,873247296","2,71%",2017-11-14,"1 628,48482222393","1,94%"
2017-11-15,"102,5",92,"0,897560976","0,024360854","0,873200121","2,44%",2017-11-15,"1 626,99988316060","1,16%"
2017-11-16,"103,6",93,"0,897683398","0,024512648","0,87317075","-0,19%",2017-11-16,"1 633,65819378762","-0,12%"
2017-11-17,103,92,"0,893203883","0,020139046","0,873064837","0,00%",2017-11-17,"1 617,69904671705","0,91%"
2017-11-20,"103,5",92,"0,888888889","0,015930312","0,872958576","-0,97%",2017-11-20,"1 623,54170724702","-0,33%"
2017-11-21,"105,7",93,"0,879848628","0,006993994","0,872854635","-2,55%",2017-11-21,"1 636,64582214316","-0,76%"
2017-11-22,"103,6",94,"0,907335907","0,034438124","0,872897783","0,00%",2017-11-22,"1 617,51680723131","0,18%"
2017-11-23,"103,2",93,"0,901162791","0,028343504","0,872819287","2,23%",2017-11-23,"1 612,57306728902","0,39%"
2017-11-24,"102,9",93,"0,903790087","0,030997245","0,872792843","3,30%",2017-11-24,"1 614,62162818161","0,45%"
2017-11-27,"101,9",93,"0,91265947","0,039857486","0,872801984","4,71%",2017-11-27,"1 608,74383927646","1,62%"
2017-11-28,"102,8",93,"0,904669261","0,031893679","0,872775582","4,28%",2017-11-28,"1 620,80882471371","1,22%"
2017-11-29,"102,3",93,"0,909090909","0,036159692","0,872931217","4,59%",2017-11-29,"1 613,55856942692","0,74%"
2017-11-30,"102,5",93,"0,907317073","0,034335036","0,872982037","5,56%",2017-11-30,"1 610,10557669272","1,27%"
2017-12-01,"100,9",92,"0,911793855","0,038664815","0,87312904","7,53%",2017-12-01,"1 592,19942898588","3,37%"
2017-12-04,"101,8",94,"0,923379175","0,049904488","0,873474687","7,66%",2017-12-04,"1 616,79751555904","2,82%"
2017-12-05,"101,7",94,"0,924287119","0,050451673","0,873835446","8,06%",2017-12-05,"1 613,36117908428","2,58%"
2017-12-06,"100,8",94,"0,932539683","0,058292906","0,874246777","9,13%",2017-12-06,"1 595,44036936100","3,84%"
2017-12-07,"100,3",94,"0,937188435","0,062446471","0,874741964","10,07%",2017-12-07,"1 599,28650744083","3,69%"
2017-12-08,"100,9",94,"0,931615461","0,056399736","0,875215725","10,01%",2017-12-08,"1 610,82440470503","4,07%"
2017-12-11,"102,5",93,"0,907317073","0,031882506","0,875434567","8,20%",2017-12-11,"1 619,47324310006","2,65%"
2017-12-12,"102,4",94,"0,91796875","0,042304676","0,875664074","9,57%",2017-12-12,"1 623,75231780223","2,69%"
2017-12-13,"103,2",93,"0,901162791","0,025392263","0,875770527","8,72%",2017-12-13,"1 619,82105431932","2,29%"
2017-12-14,"102,8",93,"0,904669261","0,028689089","0,875980172","11,09%",2017-12-14,"1 609,59801014435","3,45%"
2017-12-15,"102,3",92,"0,899315738","0,023161974","0,876153764","9,97%",2017-12-15,"1 594,35043223552","3,43%"
2017-12-18,"103,5",93,"0,898550725","0,022264914","0,876285811","7,05%",2017-12-18,"1 615,63075603722","1,19%"
2017-12-19,103,93,"0,902912621","0,026443059","0,876469562","8,25%",2017-12-19,"1 611,43420065026","0,61%"
2017-12-20,103,93,"0,902912621","0,026186753","0,876725868","7,38%",2017-12-20,"1 600,28862680328","1,51%"
2017-12-21,"103,6",94,"0,907335907","0,030158619","0,877177289","2,51%",2017-12-21,"1 616,26759263055","-1,31%"
2017-12-22,"102,9",93,"0,903790087","0,026278054","0,877512033","1,36%",2017-12-22,"1 606,24721713679","-3,48%"
2017-12-27,"102,5",94,"0,917073171","0,03908665","0,87798652","0,59%",2017-12-27,"1 594,98647083717","-3,67%"
2017-12-28,"101,5",94,"0,926108374","0,047602902","0,878505473","0,59%",2017-12-28,"1 588,50579135913","-3,30%"
2017-12-29,"100,9",93,"0,921704658","0,042790058","0,8789146","3,07%",2017-12-29,"1 576,93621784413","-1,44%"
2018-01-02,"100,5",93,"0,925373134","0,045976483","0,879396652","5,27%",2018-01-02,"1 579,81699930366","-2,00%"
2018-01-03,"101,7",93,"0,914454277","0,034705665","0,879748612","3,34%",2018-01-03,"1 587,56203372263","-2,75%"
2018-01-04,"105,8",94,"0,888468809","0,008754884","0,879713925","-1,23%",2018-01-04,"1 603,67196230949","-4,49%"
2018-01-05,"105,9",95,"0,89707271","0,017207402","0,879865309","-1,23%",2018-01-05,"1 611,30632361956","-5,29%"
2018-01-08,"104,1",95,"0,912584054","0,032490592","0,880093462","-0,38%",2018-01-08,"1 619,13480559168","-6,81%"
2018-01-09,"105,5",96,"0,909952607","0,029631293","0,880321314","-1,90%",2018-01-09,"1 632,28509348484","-8,01%"
2018-01-10,"105,1",95,"0,903901047","0,02343755","0,880463497","-1,90%",2018-01-10,"1 629,29035020570","-7,57%"
2018-01-11,105,95,"0,904761905","0,024163034","0,880598871","-1,24%",2018-01-11,"1 630,28724652517","-8,90%"
2018-01-12,"105,6",95,"0,899621212","0,018903061","0,880718151","0,19%",2018-01-12,"1 628,39583764597","-7,69%"
2018-01-15,"104,7",95,"0,907354346","0,026556605","0,880797741","2,29%",2018-01-15,"1 627,28946887973","-6,84%"
2018-01-16,"103,6",94,"0,907335907","0,02634479","0,880991117","6,95%",2018-01-16,"1 623,32595072515","-5,24%"
2018-01-17,"103,5",94,"0,90821256","0,027158775","0,881053786","7,25%",2018-01-17,"1 622,85354951061","-5,64%"
2018-01-18,"103,2",94,"0,910852713","0,029692454","0,881160259","7,75%",2018-01-18,"1 624,77881205903","-4,52%"
2018-01-19,"103,8",95,"0,91522158","0,033929256","0,881292324","7,71%",2018-01-19,"1 630,61966993794","-5,62%"
2018-01-22,"103,8",95,"0,91522158","0,033909657","0,881311923","8,86%",2018-01-22,"1 635,46640615915","-6,17%"
2018-01-23,"104,4",95,"0,909961686","0,028741151","0,881220535","0,96%",2018-01-23,"1 643,71111997196","-6,39%"
2018-01-24,"103,2",95,"0,920542636","0,039235479","0,881307156","3,68%",2018-01-24,"1 631,19975042369","-5,79%"
2018-01-25,"101,2",95,"0,938735178","0,057125628","0,881609549","7,02%",2018-01-25,"1 604,48821861185","-4,61%"
2018-01-26,"102,1",95,"0,930460333","0,048719971","0,881740362","7,54%",2018-01-26,"1 612,62711469971","-6,08%"
2018-01-29,"102,1",94,"0,920666014","0,038882767","0,881783247","9,99%",2018-01-29,"1 610,39809491389","-5,60%"
2018-01-30,"100,3",93,"0,927218345","0,045237671","0,881980674","11,57%",2018-01-30,"1 603,31042381338","-6,29%"
2018-01-31,"100,3",94,"0,937188435","0,054956329","0,882232106","10,17%",2018-01-31,"1 593,15149996353","-6,49%"
2018-02-01,"101,3",94,"0,927936821","0,045482686","0,882454136","8,98%",2018-02-01,"1 601,84317864228","-6,39%"
2018-02-02,100,93,"0,93","0,047224686","0,882775314","9,30%",2018-02-02,"1 584,79038600215","-6,46%"
2018-02-05,97,91,"0,93814433","0,055011516","0,883132814","11,24%",2018-02-05,"1 546,33365159929","-5,79%"
2018-02-06,"94,65",91,"0,961436873","0,077630147","0,883806726","14,84%",2018-02-06,"1 511,59897878303","-2,19%"
2018-02-07,"98,1",92,"0,937818552","0,05347361","0,884344943","9,99%",2018-02-07,"1 551,14630733020","-5,46%"
2018-02-08,"94,8",91,"0,959915612","0,074753272","0,88516234","14,03%",2018-02-08,"1 519,76614002824","-2,79%"
2018-02-09,"93,5",90,"0,962566845","0,076555978","0,886010866","17,65%",2018-02-09,"1 500,18367186227","-0,13%"
2018-02-12,"95,35",91,"0,954378605","0,067559978","0,886818627","16,31%",2018-02-12,"1 521,62219865803","-1,66%"
2018-02-13,"94,45",91,"0,963472737","0,075732304","0,887740432","16,46%",2018-02-13,"1 513,26982804781","-0,85%"
2018-02-14,"96,9",92,"0,949432405","0,0607989","0,888633504","15,58%",2018-02-14,"1 532,15439207901","-1,09%"
2018-02-15,"96,55",94,"0,973588814","0,083823066","0,889765748","17,87%",2018-02-15,"1 542,72160801638","-1,82%"
2018-02-16,"96,55",95,"0,983946142","0,092992517","0,890953625","19,63%",2018-02-16,"1 556,93085222364","-1,74%"
2018-02-19,"96,95",95,"0,979886539","0,08798078","0,89190576","17,79%",2018-02-19,"1 550,86210927217","-2,87%"
2018-02-20,99,96,"0,96969697","0,076907526","0,892789444","13,54%",2018-02-20,"1 569,67854792823","-5,78%"
2018-02-21,"99,4",96,"0,965794769","0,072139204","0,893655565","8,65%",2018-02-21,"1 575,12183834266","-8,79%"
2018-02-22,"100,2",96,"0,958083832","0,063559651","0,894524181","8,28%",2018-02-22,"1 573,88417537263","-7,62%"
2018-02-23,"99,85",96,"0,961442163","0,065969493","0,895472671","7,06%",2018-02-23,"1 577,11043330743","-8,98%"
2018-02-26,"100,6",97,"0,964214712","0,067659253","0,896555459","7,95%",2018-02-26,"1 586,95706895260","-7,67%"
2018-02-27,"99,5",97,"0,974874372","0,07705588","0,897818492","13,17%",2018-02-27,"1 588,23205816819","-5,92%"
2018-02-28,"97,85",97,"0,991313235","0,091937906","0,899375328","15,48%",2018-02-28,"1 583,39416456491","-6,61%"
2018-03-01,"95,85",95,"0,991131977","0,090216288","0,900915689","18,00%",2018-03-01,"1 560,56053530463","-5,70%"
2018-03-02,"93,75",94,"1,002666667","0,10007441","0,902592257","20,64%",2018-03-02,"1 526,46194180195","-4,88%"
2018-03-05,"94,6",95,"1,00422833","0,099871541","0,904356789","18,71%",2018-03-05,"1 547,94263995752","-6,47%"
2018-03-06,"96,35",95,"0,985988583","0,080120356","0,905868227","17,59%",2018-03-06,"1 559,94060596100","-7,04%"
2018-03-07,"96,05",96,"0,999479438","0,091766352","0,907713085","15,88%",2018-03-07,"1 564,18562076945","-9,28%"
2018-03-08,"97,55",97,"0,994361866","0,084947285","0,909414581","13,28%",2018-03-08,"1 585,53424776630","-11,18%"
2018-03-09,"98,25",97,"0,987277354","0,076124823","0,911152531","11,15%",2018-03-09,"1 589,61971198360","-12,90%"
2018-03-12,"97,9",97,"0,990806946","0,077944472","0,912862474","14,40%",2018-03-12,"1 593,82568239087","-11,61%"
2018-03-13,"96,8",97,"1,002066116","0,087461274","0,914604842","14,36%",2018-03-13,"1 578,14810242821","-10,92%"
2018-03-14,"97,55",97,"0,994361866","0,078040181","0,916321685","8,25%",2018-03-14,"1 585,30503772176","-12,10%"
2018-03-15,"97,9",97,"0,990806946","0,072796522","0,918010424","7,46%",2018-03-15,"1 592,28402315940","-9,86%"
2018-03-16,"96,55",96,"0,99430347","0,074598134","0,919705336","9,58%",2018-03-16,"1 573,48328009518","-8,49%"
2018-03-19,"95,2",95,"0,99789916","0,07646331","0,921435849","14,08%",2018-03-19,"1 547,41471317456","-5,81%"
2018-03-20,"94,3",95,"1,007423118","0,084104101","0,923319017","17,60%",2018-03-20,"1 551,97109002885","-5,25%"
2018-03-21,"94,25",95,"1,00795756","0,082751748","0,925205811","17,56%",2018-03-21,"1 549,70087899105","-5,10%"
2018-03-22,"92,25",94,"1,01897019","0,091705703","0,927264486","16,42%",2018-03-22,"1 515,83731836539","-3,33%"
2018-03-23,"91,8",94,"1,023965142","0,094562318","0,929402824","16,78%",2018-03-23,"1 513,18309680111","-3,64%"
2018-03-26,"91,4",93,"1,01750547","0,086030855","0,931474616","17,83%",2018-03-26,"1 496,59417699014","-2,75%"
2018-03-27,"92,1",94,"1,02062975","0,087015219","0,933614531","17,92%",2018-03-27,"1 510,11183019134","-2,73%"
2018-03-28,"91,75",94,"1,024523161","0,088841959","0,935681201","18,37%",2018-03-28,"1 512,13262174972","-2,53%"
2018-03-29,"94,9",95,"1,001053741","0,063533042","0,937520699","16,86%",2018-03-29,"1 535,35131785433","-2,32%"
2018-04-03,"92,15",94,"1,020075963","0,080647603","0,93942836","20,24%",2018-04-03,"1 508,79827210288","-1,00%"
2018-04-04,"91,85",93,"1,012520414","0,071579262","0,940941151","20,63%",2018-04-04,"1 494,64890390719","-0,56%"
2018-04-05,"94,4",95,"1,006355932","0,06433152","0,942024413","17,06%",2018-04-05,"1 527,21817498803","-3,18%"
2018-04-06,"93,8",95,"1,012793177","0,069569413","0,943223764","16,42%",2018-04-06,"1 511,37376680730","-1,52%"
2018-04-09,"93,3",95,"1,018220793","0,073649011","0,944571782","16,93%",2018-04-09,"1 511,31852629844","-0,67%"
2018-04-10,"93,25",96,"1,029490617","0,083603939","0,945886678","16,78%",2018-04-10,"1 526,75845510253","-2,34%"
2018-04-11,"91,5",95,"1,038251366","0,090894363","0,947357003","20,77%",2018-04-11,"1 504,70937272706","-0,13%"
2018-04-12,"93,15",95,"1,01986044","0,071292552","0,948567889","20,02%",2018-04-12,"1 518,88395731582","-0,62%"
2018-04-13,"92,65",96,"1,036157582","0,086218662","0,94993892","21,10%",2018-04-13,"1 526,66459843589","-0,74%"
2018-04-16,"93,1",96,"1,031149302","0,079844586","0,951304716","20,95%",2018-04-16,"1 526,27244612478","-0,04%"
2018-04-17,"94,45",97,"1,026998412","0,074326275","0,952672137","18,37%",2018-04-17,"1 545,16028521933","-1,16%"
2018-04-18,"93,2",97,"1,040772532","0,086507089","0,954265443","22,21%",2018-04-18,"1 552,48492283764","-0,64%"
2018-04-19,"93,95",97,"1,032464077","0,076959741","0,955504336","21,34%",2018-04-19,"1 558,23233087858","-0,45%"
2018-04-20,"94,5",97,"1,026455026","0,069710173","0,956744853","20,00%",2018-04-20,"1 572,58267474158","-2,75%"
2018-04-23,"93,6",96,"1,025641026","0,067689727","0,957951298","21,05%",2018-04-23,"1 587,65032169393","-3,81%"
2018-04-24,"92,25",95,"1,029810298","0,070699091","0,959111207","23,79%",2018-04-24,"1 575,40074036611","-2,10%"
2018-04-25,"92,7",95,"1,024811219","0,064510487","0,960300732","22,55%",2018-04-25,"1 557,29420545059","-0,51%"
2018-04-26,"100,1",100,"0,999000999","0,037810068","0,961190931","13,69%",2018-04-26,"1 573,75785076686","-0,96%"
2018-04-27,"98,5",100,"1,015228426","0,052969067","0,96225936","19,90%",2018-04-27,"1 580,77987484268","-1,16%"
2018-04-30,"96,2",101,"1,04989605","0,086269342","0,963626708","23,80%",2018-04-30,"1 570,70891466195","0,83%"
2018-05-02,"94,15",102,"1,083377589","0,118166738","0,965210851","27,46%",2018-05-02,"1 590,96976805492","-0,45%"
2018-05-03,"92,15",102,"1,106890939","0,139872129","0,96701881","31,31%",2018-05-03,"1 566,96214344694","1,29%"
2018-05-04,"91,8",102,"1,111111111","0,142324267","0,968786844","31,81%",2018-05-04,"1 577,08346851491","0,73%"
2018-05-07,"93,75",102,"1,088","0,117719973","0,970280027","29,60%",2018-05-07,"1 597,92915100727","-1,58%"
2018-05-08,"94,6",103,"1,088794926","0,116958666","0,97183626","28,12%",2018-05-08,"1 608,93623263839","-1,25%"
2018-05-09,"95,4",104,"1,090146751","0,116500296","0,973646455","26,00%",2018-05-09,"1 616,80147322695","-1,87%"
2018-05-11,"92,3",101,"1,094257855","0,118865964","0,975391891","30,77%",2018-05-11,"1 603,25214143287","-1,20%"
2018-05-14,"91,55",100,"1,09229929","0,115014958","0,977284332","32,06%",2018-05-14,"1 598,57634840097","-1,38%"
2018-05-15,"91,45",101,"1,10442865","0,125166502","0,979262148","32,86%",2018-05-15,"1 606,71846517890","-2,12%"
2018-05-16,92,99,"1,076086957","0,095074599","0,981012358","31,52%",2018-05-16,"1 602,27166313137","-1,38%"
2018-05-17,"93,05",100,"1,074691026","0,091934705","0,982756321","30,90%",2018-05-17,"1 618,95278594284","-1,92%"
2018-05-18,"93,85",100,"1,065530101","0,081163706","0,984366395","29,36%",2018-05-18,"1 621,61360510954","-2,07%"
2018-05-21,"98,9",101,"1,021233569","0,03569568","0,98553789","21,64%",2018-05-21,"1 626,25368433395","-3,30%"
2018-05-22,"96,85",101,"1,042849768","0,055970157","0,986879611","23,28%",2018-05-22,"1 624,44080259020","-4,03%"
2018-05-23,"96,95",100,"1,031459515","0,04331585","0,988143665","22,64%",2018-05-23,"1 602,09799585507","-2,71%"
2018-05-24,"97,9",100,"1,02145046","0,032273356","0,989177103","21,55%",2018-05-24,"1 593,57125480958","-1,48%"
2018-05-25,"98,4",101,"1,026422764","0,036252449","0,990170315","21,95%",2018-05-25,"1 586,98409451191","-1,35%"
2018-05-28,"99,65",101,"1,013547416","0,022467767","0,991079649","19,82%",2018-05-28,"1 581,52302403473","-0,55%"
2018-05-29,"99,4",100,"1,006036217","0,014157924","0,991878294","20,62%",2018-05-29,"1 572,30375552594","1,17%"
2018-05-30,"97,75",100,"1,023017903","0,030064722","0,992953181","24,71%",2018-05-30,"1 562,53682177961","2,13%"
2018-05-31,95,100,"1,052631579","0,058053024","0,994578555","28,53%",2018-05-31,"1 549,94287037878","3,55%"
2018-06-01,"97,1",101,"1,040164779","0,04416947","0,995995308","26,78%",2018-06-01,"1 569,51297713585","2,91%"
2018-06-04,"97,4",101,"1,036960986","0,039734223","0,997226763","27,21%",2018-06-04,"1 564,73205394516","2,64%"
2018-06-05,97,101,"1,041237113","0,042710504","0,99852661","28,04%",2018-06-05,"1 559,05481652293","2,95%"
2018-06-07,96,101,"1,052083333","0,052089572","0,999993761","28,33%",2018-06-07,"1 555,64741967987","1,36%"
2018-06-08,"96,15",101,"1,050442018","0,049005879","1,001436138","26,89%",2018-06-08,"1 555,87407348862","1,14%"
2018-06-11,"96,6",101,"1,045548654","0,04266769","1,002880964","27,74%",2018-06-11,"1 571,18106111933","0,19%"
2018-06-12,"98,2",101,"1,028513238","0,024432681","1,004080557","26,48%",2018-06-12,"1 572,27014595689","-0,41%"
2018-06-13,"96,35",101,"1,048261546","0,042785686","1,005475861","30,05%",2018-06-13,"1 571,06930877975","-0,75%"
2018-06-14,"97,5",102,"1,046153846","0,03931223","1,006841616","27,69%",2018-06-14,"1 588,00033266397","-2,18%"
2018-06-15,"95,2",101,"1,06092437","0,052596896","1,008327474","35,08%",2018-06-15,"1 570,43384158910","0,63%"
2018-06-18,"95,1",101,"1,062039958","0,052258837","1,009781121","35,12%",2018-06-18,"1 561,65066946634","2,07%"
2018-06-19,"94,95",101,"1,063717746","0,052466366","1,01125138","37,34%",2018-06-19,"1 564,87410134847","3,67%"
2018-06-20,"94,55",101,"1,068217874","0,055399601","1,012818273","37,49%",2018-06-20,"1 572,28744727567","2,80%"
2018-06-21,"94,55",100,"1,05764146","0,043465772","1,014175687","34,32%",2018-06-21,"1 549,54718191308","4,69%"
2018-06-25,"95,1",99,"1,041009464","0,02582116","1,015188304","34,28%",2018-06-25,"1 534,65454723047","5,86%"
2018-06-26,"95,05",99,"1,041557075","0,025268803","1,016288272","33,51%",2018-06-26,"1 529,22622049743","5,71%"
2018-06-27,"95,5",99,"1,036649215","0,019212594","1,01743662","35,71%",2018-06-27,"1 540,87537763527","5,69%"
2018-06-28,"94,75",99,"1,044854881","0,026253543","1,018601339","35,30%",2018-06-28,"1 531,65930961646","6,23%"
2018-06-29,"96,9",100,"1,031991744","0,012451759","1,019539985","33,33%",2018-06-29,"1 558,87784437939","5,28%"
2018-07-02,"94,9",100,"1,05374078","0,032955211","1,020785569","36,88%",2018-07-02,"1 540,86348431007","6,60%"
2018-07-03,"95,6",99,"1,035564854","0,013734088","1,021830766","35,77%",2018-07-03,"1 538,39517805967","7,09%"
2018-07-04,"94,35",98,"1,038685745","0,015859519","1,022826225","37,25%",2018-07-04,"1 522,34136167240","9,05%"
2018-07-05,"94,15",98,"1,040892193","0,017279282","1,023612911","38,50%",2018-07-05,"1 526,60457789971","9,44%"
2018-07-06,"93,4",97,"1,038543897","0,013933705","1,024610192","40,90%",2018-07-06,"1 524,17120260680","9,71%"
2018-07-09,"94,6",98,"1,035940803","0,010577887","1,025362917","41,54%",2018-07-09,"1 541,06440277057","9,06%"
2018-07-10,"96,5",98,"1,015544041","-0,010343402","1,025887443","38,55%",2018-07-10,"1 548,38431145992","9,11%"
2018-07-11,"94,85",98,"1,033210332","0,006542376","1,026667956","43,28%",2018-07-11,"1 526,29205723928","10,66%"
2018-07-12,"95,55",98,"1,025641026","-0,001642458","1,027283483","39,82%",2018-07-12,"1 541,52177821176","9,85%"
2018-07-13,"96,35",99,"1,027503892","-0,000552576","1,028056468","39,60%",2018-07-13,"1 550,87932037662","8,08%"
2018-07-16,"96,3",99,"1,028037383","-0,00055818","1,028595563","39,77%",2018-07-16,"1 552,75319726959","7,26%"
